id,imdb_id,budget_old_new,budget_scrape
79548,tt1838544,0.0,0
64288,tt1567233,0.0,0
74387,tt1456635,0.0,0
80767,tt1772925,0.0,0
74308,tt1683526,0.0,0
86820,tt1707391,0.0,0
74306,tt1912398,0.0,0
77881,tt1746153,0.0,0
93856,tt1991245,0.0,1000000 
72477,tt1389127,0.0,0
66025,tt1450328,0.0,0
78571,tt0455323,0.0,0
103332,tt1839492,0.0,8000000 
77953,tt1790886,0.0,95000000 
84327,tt2125666,0.0,1000000 
84184,tt1405365,0.0,0
71864,tt1462769,0.0,25000000 
84188,tt1971352,0.0,270000 
15895,tt0087127,0.0,457000 
84169,tt1845773,0.0,0
100529,tt1710417,0.0,0
84348,tt2105044,0.0,0
51996,tt1512240,0.0,0
101731,tt1839654,0.0,0
84342,tt2062996,0.0,0
84317,tt1907731,0.0,0
79697,tt1349451,0.0,0
84306,tt1872818,0.0,2000000 
59897,tt0088395,0.0,0
87826,tt1648179,0.0,42000000 
13078,tt0796302,0.0,0
82631,tt1870529,0.0,0
123105,tt1713476,0.0,0
121879,tt1226240,0.0,0
58547,tt1715873,0.0,0
98545,tt1649780,0.0,10000000 
112336,tt0975645,0.0,15700000 
20811,tt0097775,0.0,0
84185,tt1579361,0.0,0
94352,tt1792647,0.0,0
87440,tt1791614,0.0,0
139455,tt2347497,0.0,5000000 
50081,tt1680059,0.0,0
124067,tt2380247,0.0,0
134597,tt1748227,0.0,7500000 
87496,tt1381404,0.0,2000000 
23976,tt1213832,0.0,0
127505,tt2239400,0.0,0
114562,tt1885335,0.0,0
83890,tt1907707,0.0,3000000 
110398,tt2059255,0.0,0
87436,tt1935896,0.0,0
89008,tt1313139,0.0,0
129112,tt2258858,0.0,0
102362,tt2101341,0.0,30000000 
127372,tt2103264,0.0,0
60281,tt1595656,0.0,0
13647,tt0903135,0.0,0
63686,tt1667903,0.0,0
30675,tt1483025,0.0,0
166076,tt2617456,0.0,0
174321,tt2055765,0.0,0
139933,tt1959438,0.0,0
121986,tt2347569,0.0,0
121677,tt2032557,0.0,0
159154,tt1824254,0.0,0
159117,tt2450186,0.0,0
112200,tt1932718,0.0,0
111969,tt2205697,0.0,0
157354,tt2334649,0.0,900000 
29345,tt0096246,0.0,0
77663,tt1480295,0.0,0
172533,tt2265398,0.0,0
77664,tt0101343,0.0,0
158999,tt2545118,0.0,0
154282,tt2364949,0.0,0
152748,tt2388637,0.0,0
83899,tt1853739,0.0,1000000 
29231,tt0113394,0.0,0
146223,tt2218003,0.0,15000000 
169813,tt2370248,0.0,0
209263,tt2390361,0.0,8000000 
172828,tt2274570,0.0,0
17025,tt0810951,0.0,0
38093,tt1407061,0.0,0
78235,tt0088765,0.0,0
156566,tt0047400,0.0,0
121674,tt1836808,0.0,0
67530,tt0085867,0.0,0
203833,tt0816442,0.0,19000000 
41602,tt1196948,0.0,0
214083,tt1638364,0.0,0
115283,tt1311060,0.0,0
159128,tt2309021,0.0,0
159932,tt1540741,0.0,0
210047,tt2511428,0.0,0
158907,tt1999987,0.0,0
242076,tt2212008,0.0,0
248774,tt2910274,0.0,0
46460,tt0080116,0.0,0
164184,tt1390398,0.0,0
16167,tt1063056,0.0,0
173455,tt2737310,0.0,0
63143,tt1398949,0.0,0
110112,tt1815852,0.0,0
244509,tt1179031,0.0,0
50767,tt0109098,0.0,0
214030,tt2258345,0.0,0
38980,tt0088402,0.0,0
188166,tt2359024,0.0,420000 
47901,tt0078034,0.0,0
192149,tt1976000,0.0,31000000 
254474,tt2784512,0.0,0
192133,tt2402085,0.0,0
163376,tt0061927,0.0,0
94671,tt1781840,0.0,0
157851,tt2172584,0.0,15000000 
250658,tt3268458,0.0,0
169607,tt2714900,0.0,0
244267,tt2884206,0.0,0
214075,tt2380331,0.0,0
27906,tt1192620,0.0,0
239566,tt2473602,0.0,30000000 
242643,tt3139086,0.0,0
243935,tt2481480,0.0,0
174337,tt2140577,0.0,0
220289,tt2866360,0.0,50000 
244517,tt2920808,0.0,1000000 
244772,tt1571249,0.0,0
27286,tt0430916,0.0,0
244264,tt2034031,0.0,5000000 
42493,tt0066927,0.0,0
157825,tt2238050,0.0,0
267480,tt3521134,0.0,0
286554,tt2140619,0.0,0
38084,tt0097527,0.0,3000000 
157829,tt3729920,0.0,3000000 
244268,tt2639344,0.0,0
289727,tt2509850,0.0,0
200727,tt1638002,0.0,0
225044,tt3104818,0.0,0
32079,tt0097074,0.0,0
105528,tt1894561,0.0,0
290542,tt1198156,0.0,0
45256,tt0059112,0.0,0
73091,tt0093143,0.0,0
164251,tt1247690,0.0,30000000 
22585,tt0100631,0.0,0
293310,tt4044364,0.0,0
246080,tt2261331,0.0,GBP8000000 
284296,tt2784678,0.0,12000000 
243684,tt3179568,0.0,16000000 
29628,tt0085551,0.0,5500000 
59439,tt1621426,0.0,0
42012,tt0097991,0.0,0
20177,tt1161064,0.0,2000000 
181330,tt2609912,0.0,2500000 
239562,tt2465140,0.0,8000000 
47212,tt0092751,0.0,0
109161,tt0094021,0.0,19000000 
29077,tt0088851,0.0,13000000 
54602,tt1312254,0.0,0
246011,tt2402985,0.0,0
86059,tt0061502,0.0,0
77874,tt1687277,0.0,0
46743,tt0091706,0.0,0
45774,tt0095629,0.0,0
44998,tt1322264,0.0,1000000 
154093,tt0047413,0.0,0
58936,tt1549571,0.0,0
47638,tt0088006,0.0,0
156277,tt1462411,0.0,0
302429,tt4191054,0.0,0
280002,tt2714380,0.0,0
309298,tt3534282,0.0,0
249688,tt3416744,0.0,0
310121,tt3236120,0.0,0
309242,tt2349144,0.0,6000000 
309245,tt2872462,0.0,0
245706,tt2273657,0.0,0
288036,tt3165612,0.0,0
319091,tt4185572,0.0,0
283330,tt3090634,0.0,0
308024,tt3844362,0.0,0
294132,tt3824412,0.0,0
308032,tt0420293,0.0,0
193687,tt1598642,0.0,7500000 
15926,tt1178640,0.0,0
86835,tt2101383,0.0,0
78691,tt0093986,0.0,4500000 
271164,tt2517044,0.0,0
13842,tt0477392,0.0,0
288789,tt3675568,0.0,0
228203,tt2097298,0.0,17000000 
228968,tt2917388,0.0,0
31281,tt0099656,0.0,0
51434,tt0099606,0.0,CAD22000000 
241855,tt3395184,0.0,0
2189,tt0090184,0.0,0
89909,tt0098557,0.0,0
253626,tt3297330,0.0,0
253303,tt2656588,0.0,0
287587,tt3318750,0.0,0
284289,tt2911668,0.0,0
70758,tt1638979,0.0,0
175112,tt2483260,0.0,0
250734,tt2935476,0.0,GBP12000000 
34134,tt1610301,0.0,0
257521,tt1761005,0.0,1500000 
245906,tt1767372,0.0,0
307931,tt2415458,0.0,0
271714,tt0903657,0.0,10000000 
192142,tt2316868,0.0,0
5302,tt0100946,0.0,0
63687,tt1541666,0.0,0
44694,tt0094743,0.0,0
280996,tt3168230,0.0,11000000 
14613,tt1259998,0.0,0
39057,tt1468843,0.0,0
25961,tt1226251,0.0,0
52653,tt1562899,0.0,0
259963,tt2624412,0.0,0
284286,tt3062976,0.0,0
283350,tt0443465,0.0,0
310133,tt3813310,0.0,800000 
56821,tt0087589,0.0,0
261036,tt2637378,0.0,0
32671,tt0415833,0.0,500000 
241843,tt2490326,0.0,0
324308,tt4425064,0.0,0
338928,tt3065132,0.0,0
318279,tt2545428,0.0,0
312827,tt3317522,0.0,0
296523,tt2461520,0.0,0
284294,tt3505712,0.0,0
290637,tt3733778,0.0,0
40251,tt0108577,0.0,0
318954,tt2433040,0.0,0
285689,tt2049586,0.0,0
243352,tt3200980,0.0,0
306947,tt2400463,0.0,0
334536,tt3286052,0.0,0
84071,tt0097971,0.0,0
218784,tt1817771,0.0,0
109894,tt1536374,0.0,0
45147,tt0102996,0.0,0
97632,tt2175927,0.0,1000000 
339527,tt1291570,0.0,0
36361,tt0077699,0.0,0
207936,tt2338424,0.0,0
326425,tt4382872,0.0,12000000 
323929,tt4266638,0.0,0
336313,tt2141773,0.0,0
312669,tt3471098,0.0,0
331962,tt4019560,0.0,6000000 
373472,tt5278464,0.0,0
376530,tt3882074,0.0,0
333377,tt3270538,0.0,0
42588,tt0065775,0.0,0
316000,tt0790770,0.0,0
24654,tt0499596,0.0,0
301348,tt2093991,0.0,0
353326,tt0787524,0.0,10000000 
356298,tt4972062,0.0,0
358895,tt4630444,0.0,0
291264,tt2097331,0.0,0
258509,tt2974918,0.0,90000000 
351454,tt4698584,0.0,0
339928,tt4002772,0.0,200000 
301804,tt3174376,0.0,0
341012,tt3960412,0.0,20000000 
245913,tt0995868,0.0,0
168098,tt0775440,0.0,0
373476,tt4230700,0.0,0
267192,tt1703957,0.0,0
337874,tt4437216,0.0,0
390734,tt5595168,0.0,0
336455,tt2597892,0.0,0
382399,tt3451230,0.0,0
340485,tt3721936,0.0,0
374617,tt4781612,0.0,0
340487,tt4468634,0.0,0
347033,tt3958780,0.0,0
371449,tt4158876,0.0,0
41281,tt0828065,0.0,0
301334,tt2315582,0.0,0
291356,tt3608930,0.0,0
397243,tt3289956,0.0,0
416477,tt5462602,0.0,5000000 
297160,tt3322892,0.0,0
346681,tt1781058,0.0,0
336000,tt2378507,0.0,9000000 
367147,tt5173032,0.0,0
401546,tt3203620,0.0,0
14611,tt0803093,0.0,0
15982,tt0089470,0.0,0
396810,tt5023260,0.0,0
26452,tt0085672,0.0,2500000 
413998,tt4411596,0.0,0
425751,tt5655222,0.0,1200000 
405775,tt4218696,0.0,0
425134,tt4795124,0.0,10000000 
426253,tt5770620,0.0,0
39348,tt0805604,0.0,0
21947,tt0109144,0.0,0
57204,tt0092104,0.0,0
80211,tt0088385,0.0,0
86231,tt0095362,0.0,0
139300,tt2167970,0.0,8000000 
411012,tt4287434,0.0,0
429200,tt4846232,0.0,4500000 
