id,imdb_id,budget_old_new,budget_scrape
13493,tt0997047,0.0,0
12178,tt0970468,0.0,0
14054,tt0453548,0.0,0
32579,tt0796307,0.0,0
18633,tt0499570,0.0,0
12473,tt0857191,0.0,4000000 
8617,tt0926129,0.0,20000000 
14784,tt0460791,0.0,30000000 
13162,tt0454084,0.0,0
15281,tt1112115,0.0,0
13636,tt1151309,0.0,0
12912,tt0460745,0.0,0
14349,tt0888693,0.0,0
15654,tt0816545,0.0,0
10190,tt0787523,0.0,0
14820,tt0422783,0.0,0
14048,tt1155592,0.0,GBP1000000 
13300,tt0411475,0.0,0
13649,tt0810900,0.0,7000000 
13107,tt1029120,0.0,0
14326,tt0956038,0.0,30000000 
13401,tt0809504,0.0,0
17704,tt0113676,0.0,0
13220,tt1031280,0.0,0
3054,tt0065225,0.0,0
16409,tt1046947,0.0,0
14410,tt0472198,0.0,20000000 
14353,tt0963194,0.0,8500000 
15670,tt1142800,0.0,0
15159,tt0838232,0.0,70000000 
18781,tt0492044,0.0,10000000 
16325,tt1124039,0.0,0
16991,tt1197628,0.0,18000000 
21376,tt0079168,0.0,0
19833,tt1226774,0.0,GBP612650 
15801,tt1133991,0.0,0
16279,tt0460810,0.0,0
13532,tt0489049,0.0,3900000 
18495,tt0104283,0.0,15000000 
21583,tt1082853,0.0,0
19375,tt0476991,0.0,0
16164,tt0443559,0.0,0
40509,tt0108596,0.0,0
31544,tt0102045,0.0,0
24734,tt0102178,0.0,0
12556,tt0821640,0.0,37500000 
41183,tt0315459,0.0,0
22051,tt1185836,0.0,0
14940,tt1176251,0.0,0
16710,tt1047494,0.0,0
17336,tt1082601,0.0,0
22492,tt1229360,0.0,0
21955,tt0075086,0.0,350000 
23128,tt1313104,0.0,0
43990,tt0097782,0.0,0
19918,tt1186370,0.0,0
37190,tt0936471,0.0,0
25769,tt0806203,0.0,0
26820,tt1185431,0.0,0
48609,tt0091051,0.0,0
33295,tt1286821,0.0,0
13477,tt1185416,0.0,55000000 
99749,tt0095958,0.0,7500000 
71825,tt0104892,0.0,0
26715,tt1212974,0.0,0
32124,tt1241316,0.0,0
27583,tt1234654,0.0,0
44363,tt1323045,0.0,0
39452,tt1587707,0.0,0
68701,tt1339635,0.0,0
40662,tt1569923,0.0,0
42918,tt1396557,0.0,0
45261,tt1132193,0.0,0
45077,tt1301990,0.0,3000000 
46837,tt1523483,0.0,0
39312,tt1559549,0.0,0
43943,tt1278379,0.0,0
35458,tt1196134,0.0,0
44982,tt0798817,0.0,0
50071,tt1517252,0.0,0
53079,tt0756727,0.0,0
31007,tt1183923,0.0,0
44944,tt1405500,0.0,0
50217,tt0893412,0.0,0
52067,tt1477837,0.0,10000000 
47218,tt1481572,0.0,0
56811,tt1277936,0.0,0
59490,tt1664894,0.0,0
55893,tt1530975,0.0,0
24926,tt0170811,0.0,0
57120,tt1518812,0.0,0
57586,tt1223236,0.0,5000000 
52032,tt0843358,0.0,0
51209,tt1416801,0.0,12000000 
49020,tt1440292,0.0,0
63144,tt1787777,0.0,0
66195,tt1334553,0.0,500000 
65058,tt1864288,0.0,0
54540,tt1482393,0.0,12000000 
51993,tt1687281,0.0,0
133781,tt0093145,0.0,0
58492,tt1743720,0.0,1500000 
55244,tt1621444,0.0,0
72711,tt1319744,0.0,0
55246,tt1341341,0.0,0
23587,tt0084867,0.0,0
67273,tt1753549,0.0,0
59437,tt1533013,0.0,0
50837,tt1441326,0.0,0
72432,tt1582248,0.0,0
45156,tt1440161,0.0,0
51994,tt1700844,0.0,0
53328,tt1787816,0.0,0
91367,tt1787797,0.0,0
45320,tt1459052,0.0,0
80038,tt1720616,0.0,10000000 
46641,tt1153053,0.0,0
75301,tt1787660,0.0,0
58251,tt1426362,0.0,0
64678,tt1645080,0.0,0
83860,tt1720182,0.0,1000000 
