"","rho.runtime","rho.title_length","rho.log_budget_final","rho.actor_logrev_of_past_2_years_0","rho.actor_logrev_of_past_2_years_1","rho.actor_logrev_of_past_2_years_2","rho.actor_logrev_of_past_2_years_3","rho.actor_logrev_of_past_2_years_4","rho.actor_logrev_of_past_5_years_0","rho.actor_logrev_of_past_5_years_1","rho.actor_logrev_of_past_5_years_2","rho.actor_logrev_of_past_5_years_3","rho.actor_logrev_of_past_5_years_4","rho.actor_logrev_of_past_10_years_0","rho.actor_logrev_of_past_10_years_1","rho.actor_logrev_of_past_10_years_2","rho.actor_logrev_of_past_10_years_3","rho.actor_logrev_of_past_10_years_4","rho.director_logrev_of_past_2_years_0","rho.director_logrev_of_past_5_years_0","rho.director_logrev_of_past_10_years_0","rho.gender_score","rho.has_oscar_winner","rho.popular_genre","rho.first_in_collection","rho.sequel","rho.major","rho.minor","rho.medium","rho.Action","rho.Adventure","rho.Animation","rho.Comedy","rho.Crime","rho.Documentary","rho.Drama","rho.Family","rho.Fantasy","rho.Foreign","rho.History","rho.Horror","rho.Music","rho.Mystery","rho.Romance","rho.Science.Fiction","rho.TV.Movie","rho.Thriller","rho.War","rho.Western","rho.actor_is_top_100_of_past_2_years_0","rho.actor_is_top_100_of_past_2_years_1","rho.actor_is_top_100_of_past_2_years_2","rho.actor_is_top_100_of_past_2_years_3","rho.actor_is_top_100_of_past_2_years_4","rho.actor_is_top_100_of_past_5_years_0","rho.actor_is_top_100_of_past_5_years_1","rho.actor_is_top_100_of_past_5_years_2","rho.actor_is_top_100_of_past_5_years_3","rho.actor_is_top_100_of_past_5_years_4","rho.actor_is_top_100_of_past_10_years_0","rho.actor_is_top_100_of_past_10_years_1","rho.actor_is_top_100_of_past_10_years_2","rho.actor_is_top_100_of_past_10_years_3","rho.actor_is_top_100_of_past_10_years_4","rho.director_is_top_50_of_past_2_years_0","rho.director_is_top_50_of_past_5_years_0","rho.director_is_top_50_of_past_10_years_0"
"director_logrev_of_past_10_years_0",0.135989578829546,0.0135369586520394,0.319330809615773,0.167276252288482,0.131253673887667,0.0987045190751226,0.0955562911115254,0.0920982092211935,0.196879021453385,0.122114296086239,0.126877346493055,0.114903578716721,0.109631427427537,0.197766277391092,0.130837519572542,0.128411896275114,0.139173247712888,0.128532979604002,0.485265469993534,0.794523775113893,1,-0.00692153579774468,0.0854574841689424,-0.0764660057356863,0.0426562330194104,0.129578224468032,0.110366062652087,-0.0992519187478526,0.0197284078577167,0.0961848049351356,0.20046135533343,0.101873903129203,0.00797601073233092,-0.0353791897844916,-0.15041197573618,-0.0792866726591656,0.130512723106171,0.157718842473854,-0.340549058693576,0.094887678072145,-0.0651527891477498,-0.0349533677090445,-0.00495458616670319,0.00874292270786791,0.0925680146728813,0.0210513446083955,-0.0283279295499846,0.0972610957683329,0.0683025178910695,0.04837936036586,0.0488517510455459,0.0500529094681961,0.0663111310562068,0.0805266619899707,0.0495187408640044,0.0621655980688531,0.0150587667631577,0.0515183981238247,0.108573527136447,0.107697658667658,0.0735192538097338,-0.02239609753561,0.00275376575189781,0.0700233416263848,0.167051242689137,0.283769351223053,0.291823718969499
"gender_score",-0.00459753571518395,-0.00462790848081127,0.00276360885399463,0.00528153274580676,0.0093351144224996,0.010394322818154,0.00646476509911018,0.00146383190491916,0.012700529532026,0.00904206131234562,0.0119488556286934,0.00913795313220416,0.000240273435849805,0.0120151813396113,0.00746214570511534,0.0112118705483741,0.00779058651816638,0.00465516415691847,-0.00478290016322895,-0.00799279420913558,-0.00692153579774468,1,-0.0400936270998458,0.0944985226414601,-0.0498494542336364,-0.10341219190652,-0.0320100057683244,-0.0541449587099713,0.0880440562588776,-0.219105895281596,-0.114954952371405,-0.901541479836109,0.156505179856975,-0.293217148981723,-0.897444223358466,0.101053974284834,-0.113102667922447,-0.190559455786673,-0.827697403921798,0.0420538090606633,0.0245309317570894,-0.0130285457596606,-0.0563885138324643,0.160577182350275,-0.223726709654833,-0.821216059150445,-0.156054263936804,-0.894320553876865,-0.822826633685179,0.0164375049026058,0.0127423732448616,-0.13103421336564,-0.0629129309616236,-0.898135575295054,-0.153923507564136,-0.13102194212825,-0.132859828017974,0.0756234187229434,-0.895074945427354,-0.148819324477371,-0.221342244113205,-0.904019445168367,-0.0230932316871457,-0.896300371863927,0.158973075863348,0.0991378048891967,-0.0712532568563159
"has_oscar_winner",0.390809356244306,-0.0738412006696378,0.260887278036651,0.209202562501242,0.227501708188109,0.195073585827627,0.170549571278794,0.176806525452429,0.254693916781625,0.26400397045896,0.227702443353856,0.213157166449549,0.181247525071938,0.246057084062938,0.2580841029779,0.220927739976871,0.205078846170322,0.182808777840392,0.0577855691791226,0.0838553490194294,0.0854574841689424,-0.0400936270998458,1,0.229661696198418,-0.176099881718512,-0.159973757688907,0.0420477414004407,-0.0816865672186977,0.0836338062708179,-0.0852870359713542,-0.0412275409529777,-0.0392212399700691,-0.102921967261167,0.109086111165451,-0.179064550181904,0.280658370139044,-0.102582516817839,-0.0181313216213334,-0.148396480004867,0.26882378093134,-0.276512334896546,-0.11712041126881,0.0643492550235821,0.140879030603349,-0.105880027162834,0.0601171225004673,0.00852720728602312,0.0629638350680607,0.0400483166273704,0.208542012284488,0.261521629435842,0.210137809730939,0.207044662156424,0.184071384206463,0.289166386418622,0.301040406775193,0.295701752070118,0.199755668400225,0.184972315309647,0.335630585624903,0.341047233549276,0.3021858880451,0.19143231571703,0.241085516052805,0.122859486270267,0.236282436535663,0.240507384866807
"popular_genre",0.345800402549263,-0.209543372346918,-0.102370328659467,0.0796231299345053,0.0261940761033285,0.0206775651043779,-0.00989957849789544,0.0095493141961019,0.0928035737721797,0.0440114060730073,0.0450892167200833,0.00336555184494548,0.0378619792005185,0.0831549098777355,0.0310741965270381,0.0356316120130571,-0.0103835145953943,0.017902356056517,-0.00787140213996522,-0.0698662818983265,-0.0764660057356863,0.0944985226414601,0.229661696198418,1,-0.217367442879824,-0.265364380795552,-0.0691535668397355,0.0873294498549384,0.0379070436493637,-0.124159144184227,-0.331221630693857,-0.417272655289175,-0.265388741458105,0.639896948565622,-0.299679810224924,0.777073739736545,-0.392594624416903,-0.334398215799572,-0.099979446587309,0.301815995254592,-0.139831382353447,-0.026105595992203,0.603825142505571,0.190277070802913,-0.35170149717098,0.0339389908211138,0.263331432407624,0.117813921617313,0.00408237918667409,0.126237675765363,0.064893654310688,0.0383469541190993,0.0288517005117607,0.0125461851596423,0.118782372023299,0.107442222282053,0.0997892630304909,0.0610359570208244,-0.00032576202213604,0.145906973566915,0.105464329630701,0.103687192217901,0.0495429638524768,0.00850376305022683,0.0566932619834941,0.0658586751857459,0.0831815570977941
"first_in_collection",-0.114082015960964,-0.00864507798157744,-0.00318454192124136,-0.0785604096386388,-0.0558943257285783,-0.0502217106145277,-0.0123779777091748,-0.00485499396406879,-0.108820277284358,-0.034713534878303,-0.0573237634938462,-0.0428506024192309,-0.0104055962693308,-0.103716754253449,-0.0370768639596992,-0.0409799688289754,-0.00929475717962515,-0.00390958280899086,0.0104508014761969,0.0172598156874072,0.0426562330194104,-0.0498494542336364,-0.176099881718512,-0.217367442879824,1,-0.47609265612188,0.0819158286261045,-0.0193116085456504,-0.0194407227053083,0.134558295090325,0.192107535130323,0.281681888452685,0.0398542177222951,-0.0552968757774075,-0.0777589744701029,-0.290595845056619,0.207001488976055,0.223532121824431,-0.0301018996206245,-0.223080768033841,0.202972062637272,0.00395420580126862,-0.00181238796459156,-0.229900629288971,0.17914175747343,0.106015555019742,0.0455641521871212,-0.0613136602690282,-0.0510663080805801,-0.0422034806934615,-0.0791969575536095,-0.00169307144078164,-0.0819797642805903,-0.002661273014926,-0.0556259929331055,-0.0639424018548084,-0.0463201993425669,-0.0954509192853076,-0.0393242743108297,-0.0929730364376113,-0.0739195288134522,-0.0548564718243901,-0.0267556566437228,0.0261064814907272,-0.0436460713893952,-0.0488522167035181,-0.0990491314056542
"sequel",-0.0134571161856276,0.66010171204773,0.211536795714221,0.0601374011824008,0.0515420585968534,0.0887952551810875,0.0450569496575486,0.0506454032363995,0.11196665067676,0.12583606928252,0.150278626238624,0.111862828148735,0.0660943171926668,0.146031411177872,0.143515205914875,0.145037210351303,0.116122867460806,0.083285530221117,0.105999789582763,0.11885578906508,0.129578224468032,-0.10341219190652,-0.159973757688907,-0.265364380795552,-0.47609265612188,1,0.172396341170332,-0.169976730559629,0.0239449605285836,0.242870888659193,0.30413605966688,0.100391047538771,0.000330826893364766,-0.00806695488435136,-0.0903224147548921,-0.38482929748166,0.147843478389486,0.218198478923626,-0.016335542745382,-0.321661347673075,0.238104797409373,-0.0120207842879411,0.00953778684500316,-0.257738785986088,0.267854941435279,0.104063931109886,0.14805532020037,-0.108160217294653,-0.177479587997164,-0.0492756048394477,-0.0711571840723725,0.0290587861147101,0.00148484604971197,0.0579677553490962,-0.0431506597706602,-0.0698924254487661,0.0362188427584324,-0.00889903253794393,0.0778388261189718,-0.0511508410132676,-0.0222835053283188,0.0346972212813192,0.00401334664329776,0.0522994982853129,0.145111696037707,0.111521798864796,0.078297343820687
"major",0.05898331264099,0.077037293955772,0.335607880141062,0.134144171075149,0.0935460509730271,0.0850139283017523,0.0859349034710861,0.0748830787371137,0.147875387991101,0.125937599401874,0.115561950502094,0.111486412415172,0.11319612935662,0.152874085268188,0.115977126088364,0.116546984963707,0.101400055110365,0.104624411603051,0.0839531270495847,0.102862063385228,0.110366062652087,-0.0320100057683244,0.0420477414004407,-0.0691535668397355,0.0819158286261045,0.172396341170332,1,-0.505245106665982,-0.469617172713717,0.0987578865308129,0.167201185580989,0.112488626689014,0.116251038578033,0.00856030582932007,-0.218876401415864,-0.114879673573526,0.20117690420722,0.11756960838005,-0.163177976178677,-0.1147460211604,-0.0593395235814894,0.0400486296601303,0.00728226798715657,0.00182506930043042,0.0847606044500046,-0.0292498964718172,-0.00995076164638748,-0.0998387157799257,-0.0352127406846387,0.110199692197958,0.0979143540687917,0.0743603904293643,0.0525566065778984,0.0253933372062618,0.125735056924907,0.105392893510798,0.0819887302356484,0.0429060909591654,-0.00736364764122177,0.118202174200134,0.0868930769042292,0.0273641080349865,0.0116991545241729,-0.000794413342317861,0.0549024409839935,0.0691532681810568,0.0583263496820795
"minor",-0.0892796925304807,-0.0546202895598684,-0.280826615517464,-0.155307469115343,-0.135736879569369,-0.0971027721176082,-0.105914260695356,-0.111703625510338,-0.167328408565935,-0.15249482776994,-0.113797037988489,-0.117470781227077,-0.12459403152802,-0.167850485077287,-0.147979388604478,-0.119753759852133,-0.117387849719812,-0.123376013750666,-0.098314177662972,-0.110073928890954,-0.0992519187478526,-0.0541449587099713,-0.0816865672186977,0.0873294498549384,-0.0193116085456503,-0.169976730559629,-0.505245106665982,1,-0.499983604025712,-0.080109295437081,-0.102945914631744,-0.00428539249036441,-0.111414177875619,0.00633388330190121,0.245913297890004,0.124074677734547,-0.126294733703258,-0.0962036345151072,0.195034810810198,0.0428354324737912,0.0731131162856252,-0.0525464232927593,0.0286560073130026,-0.0486380015301331,-0.0411887514202674,0.104932184421225,-0.0011974304418146,0.0518347398790617,0.0373682600130842,-0.102422657689011,-0.119074762629953,-0.102794873413644,-0.07344536318571,-0.133226875146319,-0.138789150252863,-0.118752108217956,-0.102415201461817,-0.0598642737968056,-0.0723976153626416,-0.118140673887309,-0.0814012716779354,-0.0685785817006602,-0.0445622806491274,-0.0788037669894806,-0.130007918144449,-0.130295346737499,-0.123072580369153
"medium",0.100567543121456,-0.0423683243957344,0.116554675082763,0.0925376331180566,0.0932664401279171,0.0670365880703268,0.0628913030498457,0.0716466441788222,0.0995446814202395,0.0939724591286037,0.0675585400183908,0.0676233497345371,0.0633276474709721,0.0967222810440559,0.092580345847389,0.0708047422090583,0.0823913325683559,0.0755711448923071,0.0520846458334123,0.039196701215795,0.0197284078577167,0.0880440562588776,0.0836338062708179,0.0379070436493637,-0.0194407227053083,0.0239449605285836,-0.469617172713716,-0.499983604025712,1,0.0391864878185034,-0.00381768871966397,-0.0905333291775983,0.0163359241541886,0.0143403794941333,-0.210771738266131,0.039313280525285,-0.0839464695177875,0.0168944807287683,-0.144520760277986,0.0540985208950773,0.0275002237045508,-0.0133364138546393,-0.000262593117150546,0.0752771669621414,0.0181134054868028,-0.024996384061153,0.0456153890293176,0.0683241741704586,-0.00978816153679494,0.0480777918252686,0.0728439415133383,0.0766628557842902,0.0633551833337599,0.150238265942429,0.0669350935394087,0.0726495733495527,0.0702850460017287,0.0535720698175875,0.11535899472963,0.0506040563366551,0.0425122155006066,0.0776922052529233,0.0771798434418833,0.114124356566505,0.120196734235761,0.120075351612507,0.123492179565294
"Action",0.113361970221063,-0.00114945902281362,0.295457223836186,0.103943920946938,0.0792362464785413,0.0769794108365337,0.0390150160921918,0.0725826839422576,0.0842594052405998,0.0940614659861356,0.0844031983183114,0.0554063160626979,0.0957111666343651,0.0990460614264438,0.109193018366009,0.0761881586343176,0.0754144675970449,0.0828575937634895,0.0688616508746745,0.0891109352478298,0.0961848049351356,-0.219105895281596,-0.0852870359713542,-0.124159144184227,0.134558295090325,0.242870888659193,0.0987578865308129,-0.080109295437081,0.0391864878185034,1,0.580378826326396,-0.0806886341012532,-0.234118645416238,0.284930512158442,-0.272032690036366,-0.234101163375317,-0.17917004721148,0.0684899406732386,-0.163377157815149,0.00479794565017774,-0.0532425986101287,-0.29214650959151,-0.103303559314407,-0.382367257767074,0.401564990013559,0.0262254428700654,0.437395501850584,0.194118636631262,0.203407971755586,0.114133679167977,0.0663250969522546,0.11147389786117,-0.0517623068924743,0.050265510810104,0.156549523715837,0.0586270286490504,0.096916235196535,0.0330787517983433,0.0489565255789188,0.153795587081473,0.0799681155291484,0.036159725679409,0.0441602224082911,0.11274341192817,0.0851924479185538,0.183075219149394,0.171338444323032
"Adventure",0.128602203596616,0.201230776400706,0.400187804137049,0.100299984786443,0.149606557200518,0.111653091732313,0.113452658083943,0.133574188437744,0.0766651692201568,0.153103615033502,0.138300268522007,0.103846650739478,0.141854906209484,0.0853310018676081,0.148839697476194,0.136671581803103,0.119929987044372,0.151806666727638,0.13726155679296,0.174473490953514,0.20046135533343,-0.114954952371405,-0.0412275409529776,-0.331221630693857,0.192107535130323,0.30413605966688,0.167201185580989,-0.102945914631744,-0.00381768871966396,0.580378826326396,1,0.435934375772873,-0.105452790096443,-0.160066959100189,-0.253314062282749,-0.331534693407617,0.434080550149369,0.40423423271235,-0.0712257214456313,-0.0112151040843586,-0.240646493890694,-0.280968027904782,-0.19796411909681,-0.261778883022824,0.403958367881099,0.251523882870254,0.00872579962084719,0.129305987215852,0.266192620454323,0.0803798346992793,0.0651106725800853,0.0948035316689589,0.0415606663792495,0.100656927252986,0.0766866666533259,0.050539683957686,0.0502078843199464,0.0961741624309499,0.148167267225674,0.0514287698635783,0.106251281383793,-0.00708730329126431,0.0959331965644889,0.141131475708974,0.015030960533743,0.0994295679712367,0.110573039391211
"Animation",-0.499048541579689,0.148187086122392,0.305193304606634,-0.104273376336033,0.00486369715381167,-0.0170735130684676,0.0755099600502691,0.072998098125852,-0.0707143789344383,0.0497839240800592,0.0280508263714698,0.0970126700617398,0.120807645757691,-0.0608323292312709,0.0555173468159678,0.0386774081377836,0.0881168084567628,0.145965778913707,-0.0140799728397278,0.0982336935797878,0.101873903129203,-0.901541479836109,-0.039221239970069,-0.417272655289175,0.281681888452685,0.100391047538771,0.112488626689014,-0.00428539249036441,-0.0905333291775984,-0.0806886341012532,0.435934375772873,1,0.175295905947234,-0.360974825146571,-0.0529428946878354,-0.33875063747147,0.806456255669257,0.372034310161022,0.0718956838361086,-0.24575645285193,-0.294016157768441,0.15433021021892,-0.32333851705396,-0.200899576833162,0.164605050498185,0.145562922646179,-0.398355570823152,-0.185405771899855,0.0546460292054133,-0.0304862550105093,-0.00607676143546378,0.119041226211383,0.0738456400727738,0.17257952681113,-0.0212698149465502,0.0730346513262525,0.123713944023187,0.113607748319964,0.196064113217334,-0.00199939947253675,0.12070878454087,0.0983655748835501,0.0911093265986354,0.149967258481647,-0.196658948087569,-0.222272462965675,-0.14911097252369
"Comedy",-0.332426205965927,0.112571955978036,-0.0226983997895522,0.0250469995211319,0.0418116125583617,-0.000106671365611553,0.0476270897528673,0.0430690727637012,0.0433278560111652,0.0453362601518285,0.00136739940996901,0.0475359006482057,0.0432553431624645,0.0448134912130566,0.0532632951441523,0.00660962945028035,0.0444728450721389,0.0648160464032186,0.00591965335830453,0.0122546544626345,0.00797601073233092,0.156505179856975,-0.102921967261167,-0.265388741458105,0.0398542177222951,0.000330826893364759,0.116251038578033,-0.111414177875619,0.0163359241541886,-0.234118645416238,-0.105452790096443,0.175295905947234,1,-0.112318985787314,-0.142480243209697,-0.229704428221178,0.33234271309401,0.0786414318046555,-0.2701724609382,-0.449912706267101,-0.186524272482295,0.0739135166187291,-0.362688188680675,0.429398857235921,-0.15267531198166,-0.190679747763565,-0.500524385810302,-0.308257922847954,-0.0967603492130975,0.0294102662519615,0.0985326897508787,0.031554974122847,0.0805228004894987,0.0516803296722056,0.0118502765905441,0.0274982314374158,-0.0110819075941861,0.0603960544181161,0.0963097458849478,-0.0286898047841562,-0.0540296993081059,-0.015389321166916,0.0939154854060823,0.149988405692092,0.0340447778784465,-0.0160005328957982,-0.0374834188367929
"Crime",0.0984898891290527,-0.0816742215504968,0.0348385011122997,0.119432608848228,0.066684879739479,0.0748847783780639,0.0171813988843908,0.0183255738414944,0.12239530642132,0.0841416361631594,0.102526671621049,0.0377534995928576,0.0648061105719782,0.126963669612843,0.0881820532271021,0.08979490844095,0.0529166864543304,0.0367618323225565,0.0093064206025487,-0.0379488360027901,-0.0353791897844916,-0.293217148981723,0.109086111165451,0.639896948565622,-0.0552968757774074,-0.00806695488435132,0.00856030582932006,0.0063338833019012,0.0143403794941333,0.284930512158442,-0.16006695910019,-0.360974825146571,-0.112318985787314,1,-0.165160239930804,0.231655840807186,-0.382191278035495,-0.33831482713855,-0.0949987934959476,-0.0350248443505773,-0.0600671366771131,-0.120971990725006,0.38897315103714,-0.213745507847456,-0.209198191972161,-0.0128769453607252,0.51944797845518,-0.2613763371473,-0.0014740952603776,0.133050074915885,0.103887225354689,0.142876845999864,0.0538098406134375,0.00998632574139429,0.170503202872636,0.143065422385695,0.166874649512102,0.14146117452317,0.0225007328927999,0.185870317780458,0.138770677936145,0.115902952156907,0.16517829241986,0.0572911288167096,0.0848846548471859,0.086589794516952,0.0960333097720522
"Documentary",-0.292921392931338,0.176598414588526,-0.48371700714804,-0.505965135923114,-0.393952388959839,-0.319835598547717,-0.267256754303177,-0.248254603949744,-0.625356571005258,-0.496801658636588,-0.45989240734378,-0.347376241219265,-0.30707932679964,-0.642425799537081,-0.511397209275417,-0.482045634081198,-0.416472339257503,-0.325057254150682,-0.17703515775253,-0.132193288705902,-0.15041197573618,-0.897444223358466,-0.179064550181904,-0.299679810224924,-0.0777589744701029,-0.0903224147548922,-0.218876401415864,0.245913297890004,-0.210771738266131,-0.272032690036366,-0.253314062282749,-0.0529428946878354,-0.142480243209697,-0.165160239930804,1,-0.252014776650519,-0.0391557017003832,-0.274532490022787,0.483690103479681,0.186393119069796,-0.0575986959818589,0.330914081458447,-0.233148659280916,-0.199394656310209,-0.245030892290253,0.0497994537920806,-0.285791475969559,0.0338312200021043,0.0789447434637597,-0.31691886583313,-0.300102046980295,-0.241913513635317,-0.237176550729806,-0.207401886505531,-0.290857153414559,-0.34770906958873,-0.25084757042492,-0.226039620575836,-0.197570043228754,-0.277764265387159,-0.281858543427483,-0.128327065669337,-0.220105270349473,-0.18232752578329,-0.253847189104375,-0.317245730896292,-0.337302458638267
"Drama",0.36833039005226,-0.207869217527775,-0.128708515008716,0.0516756414907523,0.00019687267387727,0.00725060083932262,-0.0234881733823821,0.00598947688615397,0.0668663935986615,0.0081289928343077,0.0285470144744657,-0.00400666243454803,0.0226451980464117,0.0463466365759029,-0.000227063023148633,0.0223355651383105,-0.0161116750367233,0.0122073019921373,-0.0232757584111433,-0.0762594792223632,-0.0792866726591656,0.101053974284834,0.280658370139045,0.777073739736545,-0.290595845056619,-0.38482929748166,-0.114879673573526,0.124074677734547,0.0393132805252851,-0.234101163375317,-0.331534693407616,-0.33875063747147,-0.229704428221178,0.231655840807186,-0.252014776650519,1,-0.256754808795484,-0.274080167714806,-0.173877020402857,0.477722709483218,-0.252007627563754,0.109897255424602,0.157130965627846,0.402237711546087,-0.347105790117948,0.00308801362964151,0.0076105893522122,0.276389555839747,0.089115315175985,0.106973462638666,0.0494611000019899,-0.00919740572190295,0.0623196671870497,0.0146711573240101,0.0829701562542941,0.128162167927012,0.0731776705126743,0.0482541551353179,0.00462005921961329,0.107378841688568,0.0851734632592497,0.0793181479265929,0.0238538045571337,-0.00730362293505439,0.00962145025980713,0.022061154930361,0.0478071498623872
"Family",-0.304800724972902,0.195980918372331,0.265228659400175,-0.0465707186805019,-0.0232246841275566,0.00414120207242044,0.0840506182177293,0.0644082299612518,-0.0445354388922843,0.0026151934675081,0.00168622749262482,0.0772746813905833,0.0963109463428461,-0.0252098392657979,0.00498967120672419,0.0231454616001081,0.0718538084330595,0.126627899350117,0.0793201088315949,0.111802075120317,0.130512723106171,-0.113102667922447,-0.102582516817839,-0.392594624416903,0.207001488976055,0.147843478389487,0.20117690420722,-0.126294733703258,-0.0839464695177875,-0.17917004721148,0.434080550149369,0.806456255669257,0.33234271309401,-0.382191278035495,-0.0391557017003832,-0.256754808795485,1,0.506137056597,-0.0335371600577375,-0.339855086430104,-0.375382211592485,0.192231374422896,-0.354968886531799,-0.0846886913285094,0.140190102110952,0.0632574569537119,-0.515523395501447,-0.296256398100337,-0.0902784581099553,-0.0666386662607695,-0.0547669378351973,0.0469400732636556,0.124349076541518,0.137496497594986,-0.0483693897764808,-0.0623912680614026,0.0121444683135024,0.111568892740741,0.190589456266383,-0.0368373260196836,-0.0226611502945747,0.00551005078969276,0.0816835467859019,0.185765821157159,-0.0321614287392368,-0.0704185134722716,-0.0500559725306909
"Fantasy",-0.0267955999267754,0.101264994189968,0.266654528094261,0.0112026854219068,0.0544615179093838,0.090230148443506,0.0609758216774005,0.0573753252443418,-0.00445204293243462,0.0818314466860499,0.0720988828227575,0.0668818556947569,0.0550637048425081,0.0189080085101175,0.0917020368221788,0.0599946601405361,0.0814405411554689,0.0612412978753219,0.134100689208473,0.148313983808164,0.157718842473854,-0.190559455786673,-0.0181313216213334,-0.334398215799572,0.223532121824431,0.218198478923626,0.11756960838005,-0.0962036345151072,0.0168944807287683,0.0684899406732387,0.40423423271235,0.372034310161023,0.0786414318046555,-0.33831482713855,-0.274532490022787,-0.274080167714806,0.506137056597,1,-0.0269865283400562,-0.369116830855107,0.10975831897986,-0.033898702295197,-0.0937406562083596,0.019394821654194,0.310660731968199,0.124106058080252,-0.149093814976748,-0.262773512655807,-0.166367152956807,0.0200025097906647,0.0316546707863023,0.069366687629908,0.0785339416105854,0.0254628103867631,-0.0149650741089677,0.0329726407196384,0.0732787633964593,0.0440465144204812,0.0296928110429797,-0.0244658520597126,-0.0194583626677148,0.0522700892916745,-0.00929315685678294,0.0454146823710065,0.114054159127148,0.0255207106214579,-0.0343979360828092
"Foreign",-0.212474793177084,-0.137880113288964,-0.404737667012281,-0.320172453896737,-0.30994272236648,-0.249389561694941,-0.202720071637975,-0.182925005122352,-0.492468995322969,-0.4029695727177,-0.434548974958445,-0.339943106766232,-0.312324120809001,-0.5387569848859,-0.445748438642796,-0.491301464386293,-0.421791017725244,-0.338609900347864,-0.470607976731335,-0.376750627171782,-0.340549058693576,-0.827697403921798,-0.148396480004867,-0.099979446587309,-0.0301018996206245,-0.016335542745382,-0.163177976178677,0.195034810810198,-0.144520760277986,-0.163377157815149,-0.0712257214456313,0.0718956838361086,-0.2701724609382,-0.0949987934959476,0.48369010347968,-0.173877020402857,-0.0335371600577375,-0.0269865283400562,1,0.19384329848059,-0.0150938560360134,0.145187574053975,0.139721578025234,-0.1422792431549,-0.0369863336492402,0.597975691569519,0.0483928591232379,0.170006611939437,0.279098819161129,-0.120327432149006,-0.0371525450992055,0.0475433827306385,0.0944924461612945,0.158886815712643,-0.173614723315316,-0.065108726759606,0.0367038233782696,0.129846993045875,0.18521516776525,-0.155847883339191,-0.0212268489343025,0.0701645128519823,0.128654248007412,0.186576363103062,0.0627742752851467,0.015408141727978,0.00388668063332539
"History",0.709702682605952,-0.082341690208604,0.158086663199997,0.0919459141576865,0.0230944187984832,0.0233137939382847,0.0330739415938339,0.103155874353448,0.125460414848866,-0.0108300687321294,0.0546242084634404,0.0271247851136234,0.0799330282254367,0.113704174825496,-0.0192716601381572,0.0581207231848315,0.0317147570914702,0.0539429112401524,0.0713520391401009,0.0817572149675904,0.094887678072145,0.0420538090606633,0.26882378093134,0.301815995254592,-0.223080768033841,-0.321661347673075,-0.1147460211604,0.0428354324737912,0.0540985208950773,0.00479794565017777,-0.0112151040843587,-0.24575645285193,-0.449912706267101,-0.0350248443505773,0.186393119069796,0.477722709483218,-0.339855086430104,-0.369116830855107,0.19384329848059,1,-0.315472733707008,0.0271581011208077,-0.0981160287370601,-0.00443857562226786,-0.346297530760835,0.232208665793309,-0.136357302282946,0.661205244444613,0.404873055100875,0.0939330198045676,0.0402431033493846,0.0647401129254702,0.148563144734114,0.100230069492026,0.111989740842985,0.0798893425020264,0.0550213068580521,0.180808303403622,0.0924177314793551,0.0643139926143967,0.0199884410798207,0.0312052128826496,0.121807100468412,0.0410068884266322,0.0842743812807201,0.220572055673467,0.205946267159282
"Horror",-0.242440165866378,-0.0218872646016958,-0.288007343478996,-0.153656102007643,-0.138472663235085,-0.113536089428776,-0.154863304702111,-0.111595880909142,-0.134896940552455,-0.108058059567929,-0.0900747918488321,-0.194552865207402,-0.148058003974738,-0.109439458167306,-0.0958025867343962,-0.0712427296622768,-0.146287325137951,-0.146490533423485,-0.0591650403833766,-0.0503211356062591,-0.0651527891477498,0.0245309317570894,-0.276512334896546,-0.139831382353447,0.202972062637272,0.238104797409373,-0.0593395235814894,0.0731131162856252,0.0275002237045508,-0.0532425986101287,-0.240646493890694,-0.294016157768441,-0.186524272482295,-0.0600671366771131,-0.0575986959818589,-0.252007627563754,-0.375382211592485,0.10975831897986,-0.0150938560360134,-0.315472733707008,1,-0.16650806304573,0.379476913481666,-0.251231813624943,0.315143635486221,-0.0183222550809005,0.42684950502113,-0.171763269741228,-0.236818065906957,-0.171823985246087,-0.191028331653601,-0.193190009389498,-0.1355892921997,-0.13281682549785,-0.261821968104076,-0.205455988859851,-0.177296816631472,-0.29930684696181,-0.135225846522793,-0.277319641353327,-0.220726809073028,-0.194611323331877,-0.211149986597458,-0.176229483137331,0.0118450665586548,-0.0709369337932363,-0.122827003788436
